,title,synopsis,genre,adult
5149,Macross F,following catastrophic war race giants known humanity escaped towards center galaxy aboard fleet colonial vessels called frontier extraterrestrial threat left behind life frontier proceeds usual year young pilot trainee named alto colleagues preparing perform accompanying routine famous singer come frontier concert performance biomechanical alien species known make sudden appearance breaking defensive perimeter surrounding vessel crash-landing near concert venue plunging entire city chaos concertgoers evacuate young girl named lee left behind gets targeted saved last minute alto following events strategic military services program notes alto skill battle resulting recruitment combat new alien threat,"['Action', 'Space', 'Mecha', 'Romance', 'Military', 'Music', 'Sci', 'Fi']",1
5150,Kara no Kyoukai 4 Garan no Dou,following events zen coma two years due traffic accident finally awakens memories past plagued profound loneliness even stranger notices dark lines encompassing things around touches disassemble object something completely terrifies friend enlists help mage help understand eyes mystic eyes death perception truly capable use properly,"['Action', 'Mystery', 'Supernatural', 'Thriller']",1
5151,Kaleido Star Legend of Phoenix - Layla Hamilton Monogatari,going perform phoenix playing important role sets journey bicycle alone without leaving message order find missing inside,"['Comedy', 'Drama', 'Shoujo']",0
5152,Soukyuu no Fafner Dead Aggressor - Exodus 2nd Season,continuation dead aggressor exodus,"['Action', 'Drama', 'Mecha', 'Military', 'Sci', 'Fi']",1
5153,Isekai no Seikishi Monogatari,kidnapped brought world mysterious group get back home agrees help assassinate newly crowned empress empire xxviii using giant robot called sacred army fights takes note abilities demands attacker captured alive find pilot male extremely rare believing waste kill makes attendant new servant required accompany holy land academy sacred pilots hone skills arrival attracts attention unaware something sinister brewing within academy could plunge entire world war,"['Action', 'Comedy', 'Ecchi', 'Fantasy', 'Harem', 'Mecha', 'School']",1
5154,Shokugeki no Souma Ni no Sara OVA,bundled 24th 25th manga volumes manga,"['Ecchi', 'School', 'Shounen']",1
5155,Coquelicot-zaka kara,atop hill overlooking seaside port sits boarding house named coquelicot manor since building run family carries many duties involved managing small establishment preparing meals fellow boarders home student local high school one currently dealing small crisis anticipation upcoming games beloved old clubhouse set demolished make way modern building result large part student body banded together working tirelessly prevent happening finds helping newspaper club spread information befriends shun gradually begins fall love shun orphan know much origins two begin searching clues boy past discover may lot common either could thought,"['Historical', 'Romance', 'School', 'Shoujo']",1
5156,Xiao Lu He Xiao Lan,holding words back long time like beryl sapphire popular created artist ocarina includes protagonists random names history mild-mannered beryl green easily-embarrassed sapphire blue times closest friends others worst enemies episode set different world would encounter time angst painful nothing fluff sugary come watch show never guess ending,"['Game', 'Sci', 'Fi', 'Slice', 'of', 'Life', 'Comedy', 'Drama', 'Magic', 'School', 'Shounen', 'Ai']",1
5157,Kuroko no Basket Tip Off,episode bundled volume episode covers past part generation miracles,"['Sports', 'Comedy', 'School', 'Shounen']",1
5158,Hidamari Sketch x ,continuing stories daily life students apartments high school time year passed since first season second years third years two new students move apartments,"['Slice', 'of', 'Life', 'Comedy', 'School', 'Seinen']",0
5159,Sky Girls,near future earth war aliens called worms war leaves population earth decimated young men main casualties worms beaten back re-emergence heralds creation unit called sonic divers piloted young girls counter threat,"['Mecha', 'Military', 'Sci', 'Fi']",1
5160,Smile Precure ,upon time kingdom fairy tales called many fairy tale characters live together joy suddenly evil emperor made invasion sealing queen process revive queen symbol happiness called cure decor queen scattered power light happiness required collect cure decor fairy named candy searches pretty cures earth candy meets girl decides collect cure decor world earn happy ending,"['Action', 'Fantasy', 'Magic', 'Shoujo']",1
5161,Bonobono TV ,sea otter friends raccoon squirrel live play together forest,['Comedy'],1
5162,Brotherhood Final Fantasy XV,crown prince kingdom sets journey purpose meet oracle childhood friend order marry strong silent type accompanied friends royal guard gladiolus four young men set road trip across continent king personal convertible regalia along journey experience various situations allow reflect past together strengthen bonds future prequel video game final fantasy brotherhood final fantasy explores relationships four main protagonists challenges awaiting,['Action'],1
5163,Osake wa Fuufu ni Natte kara Yuzu Atsukan,talk event vol event announced short series receive 14th episode,"['Comedy', 'Romance', 'Slice', 'of', 'Life']",0
5164,Zero no Tsukaima Princesses no Rondo Picture Drama,picture drama episodes included volumes zero princesses rondo episode titles vol maid afternoon whip love vol maid afternoon afternoon two vol maid afternoon last night vol countess butterfly graceful day prologue vol countess butterfly graceful day chapter vol countess butterfly graceful day chapter vol countess butterfly graceful day last chapter,"['Action', 'Adventure', 'Comedy', 'Drama', 'Ecchi', 'Fantasy', 'Harem', 'Magic', 'Romance', 'School']",1
5165,Asura Cryin',normal high-school student every way one exception followed ghost best friend moving brother old house expects continue living normal life one day left mysterious locked briefcase without instruction first plans leave storage however house soon invaded multiple groups people briefcase although still knowing purpose briefcase attempt escape tries learn secrets behind briefcase connections power change world,"['Action', 'Supernatural', 'Mecha']",0
5166,YAT Anshin Uchuu Ryokou 2,space company thrown unknown realms outer space time group encounters psychic scientist note subsequently two attacked evil monarch note captured taken away suffering attack one followers order rescue note group use portable machine note invented travel planet however one knows planet,"['Adventure', 'Comedy', 'Sci', 'Fi', 'Shounen']",0
5167,Uchi no Maid ga Uzasugiru Uchi no Maid wa Yappari Mou Honto Uzainda naa ,special swimsuit-featured episode included fourth volume,"['Slice', 'of', 'Life', 'Comedy', 'Shoujo', 'Ai']",1
5168,Tsukiuta The Animation,anime series members six gravity living dorm building oldest members six gravity first year university students episode series feature different main character,['Music'],1
5169,Toaru Majutsu no Index-tan II,new series shorts featuring index-tan,"['Comedy', 'Parody']",1
5170,To Be Hero,uncle lecherous handsome toilet designer ordinary day neglecting duties single parent hit women talk superpower ability tell lady hip size glance sucked toilet space peace republic alliance hero committee gives real superpowers becomes hero earth one problem -he become ugly unrecognizable fatty unable reveal real identity uncle beloved daughter believe vulgar fatty could father casts home distraught homeless joins perverted neighbor small man fondness streaking sets convince father full sexual innuendo slapstick humor hero follows uncle befriends bizarre allies combats even bizarre foes fighting future earth aliens importantly future daughter,['Comedy'],1
5171,Tiger Mask W,two young wrestlers face recently revived underground wrestling organization tiger lair destroyed wrestling grew one took training facilities date foot mount well mask left behind dared enter tiger lair fierce competition receiving jet-black tiger mask one tiger walks path light walks path shadows neither one knows face ring natural enemies purpose destroy tiger lair,"['Action', 'Sports', 'Drama', 'Shounen']",0
5172,Tezuka Osamu no Buddha Owarinaki Tabi,years ago born prince clan gives position prince see world travels meets strange boy named predict future monk one eye overwhelmed sufferings witnesses around strives restore peace meanwhile prince begins attack clan,"['Drama', 'Historical', 'Supernatural']",1
5173,Shin Hokuto no Ken,post-apocalyptic earth water become entirely toxic except kept safe reservoir fortified zone created man named calls group villagers discovered safe water wants band killers kill everyone steal mysterious man appears nowhere instantly killing men name beat man martial art shin ken anything water anything try stop,"['Action', 'Martial', 'Arts', 'Sci', 'Fi', 'Shounen']",1
5174,Rinne no Lagrange Season 2,several months passed since left earth final year high school spends days thinking friends suddenly returns city,"['Action', 'Comedy', 'Mecha', 'Sci', 'Fi']",1
5175,Onegai My Melody Sukkiri ,third series melody,"['Fantasy', 'Magic', 'Comedy']",1
5176,Maria Holic Alive,transferred new all-girls school hoped find true love found instead beautiful charming classmate met first day one flaw actually cross-dressing boy discovering secret becoming stuck roommate life become series misfortunes wants find girl dreams hard meddling sadistic sharp-tongued maid maria alive continues story deals roommate aims find true love enduring high school,"['Comedy', 'Parody', 'School', 'Shoujo', 'Ai']",1
5177,Koutetsushin Jeeg,takes place fifty years original features new cast characters primarily new main character high school student becomes fight sudden reappearance phantom gods clay robots empire ruled queen characters include main characters original series also appear,"['Mecha', 'Sci', 'Fi']",1
5178,Ie Naki Ko Remy Specials 2001 ,summary full series aired specials,"['Adventure', 'Slice', 'of', 'Life', 'Drama']",1
5179,Hua Jianghu Zhi Ling Zhu,human beings divided two kinds ordinary people work living undead work dead undead lives dedicated fulfilling final wishes ghosts died regrets one one destiny world find long-missing wife quest makes acquaintance whose family murdered yet avenged cute naughty adores much yuan simply doubts everything neurotically series events also learns existence spirit masters spirit slaves gets touch mystical organization named spirits expelling order mysteries unveiled truth drawing closer closer perhaps would rather face whole,"['Action', 'Historical', 'Drama', 'Martial', 'Arts', 'Fantasy']",1
5180,Guilty Crown Lost Christmas - An Episode of Port Town,scrooge escapes research facility confined experimental subject body remodeled genetic manipulations uses psychic power kill chasers one day meets another experimental subject called carol three psychic chasers hunt two carol asks scrooge use right arm extract weapon body,"['Action', 'Sci', 'Fi', 'Super', 'Power', 'Drama']",0
5181,Granbelm,long ago magic abundant enriched lives people usage war end chaos seven powerful mages gave lives order seal magic almost one thousand years later magic seal hosts monthly series battles meant determine among participants worthy title one true mage night full moon high school student suddenly transported illusionary world six mages participating mistaken enemy mage attacked two mages rescued viola however ambushed protecting grants white lily allowing fight assailant overwhelmed revelations presented decides help new friend fight make wish come true,"['Fantasy', 'Magic', 'Mecha']",1
5182,Futari wa Precure Max Heart,shortly fall wicked king queen garden light lost memory came earth form -year-old girl named help endowed new costumes powers must find hold key restoring queen lost memories together pretty cure,"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']",1
5183,Full Metal Panic Movie 2 One Night Stand,illustrator full metal panic light novel series revealed production green-lit director cut version first full metal panic television anime series director cut consist three films announcement state film trilogy add new footage,"['Action', 'Comedy', 'Mecha', 'Military', 'Sci', 'Fi']",1
5184,Gate Keepers,earth attack invaders fortunately though public unaware secret threat real stop invasion one day route high school shun observes battle young girl group invaders ends helping discovers much like girl possesses ability generate gate special power people gifted result joins effort recruit gate keepers order protect city best imitate late father,"['Action', 'Comedy', 'Fantasy', 'Mecha', 'Sci', 'Fi', 'Shounen']",0
5185,Dragon Ball Z Movie 07 Kyokugen Battle Sandai Super Saiyajin,androids awakened laboratory computers immediately head mall shopping trunks defeat absorbs inner computers becomes super greater original three separately stop,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci', 'Fi', 'Shounen']",0
5186,Crayon Shin-chan Movie 25 Shin-chan Shuurai Uchuujin Shiriri,film story begins alien arrives turns children turn back must travel length japan hidden butt meanwhile father moving forward huge conspiracy,"['Sci', 'Fi', 'Adventure', 'Comedy', 'Seinen']",1
5187,Flanders no Inu Movie ,set 19th-century classic tale based novel celebrates affectionate bond innocent boy faithful dog stunning animation masterful combination traditional computer-aided animation captures natural splendor countryside recreates spirit classic story captivated audiences world wide years fact popularity dog led local government dedicate statue immortalizing devotion,"['Drama', 'Historical']",0
5188,Ergo Proxy,within domed city lies one last human civilizations earth thousands years ago global ecological catastrophe doomed planet life outside domes virtually impossible expedite mankind recovery humanoid-like robots created assist people day-to-day lives however begun contracting enigmatic disease called virus grants self-awareness re-l granddaughter ruler assigned investigate phenomenon alongside partner begins routine investigation quickly spirals conspiracy re-l confronted humanity darkest sins elsewhere specialist name law must also face demons surreal events begin occurring around re-l child named form unlikely faction struggle uncover mysteries ultimately discover true purpose mythical beings called proxies,"['Psychological', 'Mystery', 'Sci', 'Fi']",0
5189,Durarara Specials,tasked deliver suspicious red handbag part courier duties problem sought several organizations makes way toward place bag supposed brought chased mysterious men speaking foreign language package ends dragging many city residents conflict subsequently famous actor arrived part special program searching best couple give chance appear one movies however actually stage name younger brother anonymous internet user threatens kill superstar user learns weight relationship means moreover discovers one responsible attempted attack meddlesome pest loathes burning passion,"['Action', 'Comedy', 'Supernatural']",0
5190,Detective Conan Movie 02 The Fourteenth Target,mysterious attacker appeared assaulting people whose names contain number standard deck cards descending order points victims related famous detective suspicion immediately falls upon recently released convict one responsible arrest ten years prior potential victims still risk police determined catch culprit case gradually unfolds friend ran learn parent separation truth transpired decade ago,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",1
5191,Aoki Hagane no Arpeggio Ars Nova Cadenza,group privateers known blue steel continues mission deliver blueprints vibration warhead torpedo weapon may turn tides war favor united states however new threat arises enemy overwhelming fleet fog form student council group warships composed remaining mental models ship humanoid avatars yet face unpredictable captain blue steel blue steel gets closer understanding origins authority controlling enemy past starts reveal war began reason siding humanity,"['Action', 'Sci', 'Fi', 'Seinen']",1
5192,Touhai Densetsu Akagi Yami ni Maiorita Tensai,mahjong game often played family friends also game played darkest corners society compulsive gambler accumulated debt three million yen last ditch attempt clear record decides wager life game mahjong mafia unfortunately game progresses moves prize closer death hope seems lost game parlor suddenly intruded upon young boy run police desperate turn game around hands game teaching rules mafia smirk sits play however soon come learn natural-born gambler imposing figure fear death one destined become legend,"['Game', 'Psychological', 'Thriller', 'Seinen']",0
5193,Terra e TV ,future humans living colonized planets controlled every aspect life system computers evolution resulted birth people extraordinary powers new race called hated feared humans dream place live peace earth mystical far away planet humanity leave home long ago pollution destruction increased made impossible stay longer boy excitedly awaiting birthday day enter world adults yet knows nothing unknown powers sleeping shared dream returning earth one day,"['Action', 'Drama', 'Military', 'Sci', 'Fi', 'Space']",0
5194,Tennis no Ouji-sama,world tennis harsh highly competitive numerous schools japan battle determine best best junior high school commonly known one prominent contestants battle finest team line-up gets even stronger sudden arrival young prodigy west determined prove escape towering shadow legendary father fine addition changes team forever prince tennis follows heartwarming inspirational story quest become one best tennis players country ever seen pushes hard one day surpass father name personal expectations alongside rest team fights make teammate dreams come true,"['Action', 'Comedy', 'Sports', 'School', 'Shounen']",1
5195,Yuusha Tokkyuu Might Gaine,city locates place used bay first glance prosperous city seems enjoy freedom peace city suffering crimes perfect -year-old boy bright handsome smart all-around sportsman furthermore leader trading group multimillionaire spends private fortune found brave express squad consists several robots robots various special abilities leader super artificial intelligence personality transform trains case incidents appear anywhere world using highly developed railway system,"['Action', 'Sci', 'Fi', 'Adventure', 'Mecha']",0
5196,Sekaiichi Hatsukoi,deal jealousy co-workers working father name prideful literary editor determined establish industry accomplish quits job father publishing company transfers publishing instead placed literary division finds working rookie manga editor emerald editing department team operates extremely tight schedules order meet deadlines introduced infamous editor-in-chief persistent man strives results turns actually high school love aftermath heartbreak caused reluctance fall love two reunited several years separation reestablishment relationship marked vow make say loves follows three couples interconnected within manga industry subject budding first love,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Ai']",1
5197,World Destruction Sekai Bokumetsu no Rokunin,spinoff based game released japan world humans serve livestock ruling sand fills roles water fire recruited world destruction committee assist putting end world alone holds power needed,"['Adventure', 'Fantasy']",1
5198,Tottoko Hamtarou,small fluffy absolutely adorable one perfect little hamster moving new house owner 5th grader discovers hamsters quickly makes friends group hamster explorers call ham-hams nowhere ham-hams crazy adventures around city owners away visiting everything plays magical lands candy meanwhile humans face dramas meets huge cast different personalities gets pretty tight spots even helps friends never stops unbearably cute time,"['Adventure', 'Comedy', 'Kids']",1
5199,Seitokai Yakuindomo OVA,either bundled limited editions manga volumes standalone,"['Slice', 'of', 'Life', 'Comedy', 'School', 'Shounen']",0
5200,Stratos 4 Advance Kanketsu-hen,crisis befalls main characters earth well deal conspiracies uncovered protecting earth happens cliffhanger end previous episode final two episodes advance exciting conclusion whole series main characters draw resources friends allies sheer force bring tomorrow earth one characters puts,"['Comedy', 'Military', 'Sci', 'Fi']",1
5201,Tenchi Muyou Ryououki 2nd Season Picture Drama,picture drama second part last episode,"['Comedy', 'Sci', 'Fi', 'Shounen', 'Space']",1
5202,Starmyu,series tells story five students struggle enter musical department academy school focusing music need accepted star frame class directly taught members talented musical department stand top pecking order within academy luckily spotted one members,"['Music', 'School', 'Slice', 'of', 'Life']",1
5203,Kyoukai no Kanata Movie I'll Be Here - Kako-hen - Yakusoku no Kizuna,music video movie,['Music'],0
5204,Junjou Romantica OVA,come limited premium edition volumes manga series,"['Comedy', 'Drama', 'Romance', 'Shounen', 'Ai']",1
5205,Igano Kabamaru,death horribly strict grandfather ninja teacher old lady ran claims received letter asking take care grandson runs lady big city gorge ramen chow attend regular school turns weird quirks,"['Action', 'Adventure', 'Comedy', 'Romance', 'School', 'Shounen']",0
5206,IDOLiSH7,working agency owned father seven new idols await part idol unit unique personalities task manage order achieve goals manager idols together gather seven hearts aim top,['Music'],1
5207,Shinkon Gattai Godannar 2nd Season,history placed right -cliffhanger- end anna looks surprised see driving,"['Ecchi', 'Comedy', 'Mecha', 'Romance', 'Sci', 'Fi']",1
5208,Renkin San-kyuu Magical Pokaan,magical follows daily lives four young girls one catch anything normal group friends energetic werewolf joyful witch-in-training motherly android seductive vampire actually princesses netherworld traveled human world search new home unfortunately naivety severe lack knowledge make living peacefully among earthlings much difficult imagined attempt adapt brand new lifestyle sorts trouble end attracting unwanted attention woman name scientist believes new residents earth good attempts capture girls prove existence supernatural gain credibility scientific community every day brings new adventure girls deal insanity antics human realm offer,"['Comedy', 'Ecchi', 'Magic', 'Parody', 'Vampire']",1
5209,Saint Seiya Kamigami no Atsuki Tatakai,northern reincarnation rules supreme one day rescues man warns trouble goes investigate sends advance others arrive nowhere found captures take control sanctuary bronze saints try help attacked god warriors,"['Adventure', 'Sci', 'Fi', 'Shounen']",0
5210,Pokemon Movie 11 Giratina to Sora no Hanataba Sheimi,legendary renegade encounters temporal lake successfully manages drag home alternate dimension separate normal world small green gets gotten dragged well though somehow escapes uses opportunity escape well preventing chasing accidentally ruining friend picnic green taken center treated injuries introduced mythical gratitude using telepathy demands take somewhere find group find pursued strange man named zero search little friends able find desired place keeping danger,"['Action', 'Adventure', 'Fantasy', 'Kids']",1
5211,Persona 5 the Animation Specials,episodes included 11th 12th volume persona animation days battle helping cafe saw cross word puzzle magazine table saw handwriting besides solved crossword sign justice order investigate meaning walks around street cold winter snow thinking back memory meaning revealed feeling valentine day story featuring,"['Slice', 'of', 'Life', 'Comedy']",0
5212,Nichijou Original Jikai Yokoku,original next episode trailers included volumes,"['Slice', 'of', 'Life', 'Comedy', 'School']",0
5213,Pandane to Tamago-hime,lonesome water mill deep forest briers brambles lives witch named baba witch keeps servant egg princess confined forces tiny egg-girl hard daily chores around mill one night large batch kneaded dough resting trough suddenly comes life witch spell fearful witch egg princess new friend decide run away lay ahead two,"['Adventure', 'Fantasy']",1
5214,Natsu-iro Kiseki,saki childhood friends classmates nearing end second year middle school eagerly awaiting summer break unfortunately bittersweet time close-knit group saki transferring another school girls determined keep spirit friendship alive even summer reminisce large stone four used visit tucked away old shrine belief four friends gathered around made single wish would come true much surprise discover old folktale true follows magical events girls last summer spend together friendships get tested fantasies fulfilled four classmates end learning great deal path forging summer never forget,"['School', 'Slice', 'of', 'Life', 'Supernatural']",1
5215,Loveless,world loveless person born cat ears tail disappear person engages sexual intercourse come symbolize virginity innocence additionally fighting done fighting pairs couples one known sacrifice fighter first receives damage latter attacks -year-old boy unknown reason suffers amnesia brother got killed recently life hard enough lately first day new school gets approached stranger called claims known late brother finds brother used fighting pair inherited brother gone together try find truth behind brother death organization known seven moons may responsible seems becoming closer intended,"['Action', 'Mystery', 'Supernatural', 'Drama', 'Romance', 'Fantasy', 'Josei', 'Shounen', 'Ai']",1
5216,Koukyoushihen Eureka Seven Navigation ray out,summary eureka seven episode,"['Mecha', 'Sci', 'Fi']",0
5217,Karneval Specials,reproduction ending scenes addition new scenes,"['Comedy', 'Josei']",0
5218,Iriya no Sora UFO no Natsu,ordinary high school student member school press club spent summer camping outside local military base hopes seeing secretly kept according local legend returning school meets strange girl kana gradually comes realize merely strange dark secret lies beneath world knows,"['Drama', 'Romance', 'Sci', 'Fi']",0
5219,Hirune Hime Shiranai Watashi no Monogatari,strange napping disease distracts reality one makes world dreams real world near indistinguishable reality average high school student preparing university entrance exams dreams magical princess heartland machine-driven future use artificial intelligence forbidden within seemingly imaginary dreamland discovers family past secret father talented mechanic tried protect however events two worlds intertwine must protect secret villainous entities dream-like terrifyingly real,"['Adventure', 'Fantasy', 'Mecha', 'Sci', 'Fi']",1
5220,Goal FH Field Hunter,story came brazil fulfill dream great soccer player met great player admired people however cheerful person easy going except soccer becomes serious strong also gives unique performance funny dance buddy makes goal face lot challenges team aiming success,"['Action', 'Sports']",0
5221,Generator Gawl,young boys travel back past objective change history time discover country uses genetically enhanced persons called generators military tool generators third war kills human population change events,"['Action', 'Adventure', 'Comedy', 'Drama', 'Sci', 'Fi', 'Shounen']",1
5222,El Hazard The Wanderers,working latest experiment school science lab takes break lifelong rival shows attempts destroy device discredit overloads experiment transports sister teacher strange magnificent world hazard land squarely kingdom quickly befriend princess rune allies race giant insects bent taking hazard sister tries eke living desert searches desperately way return home fighting enlisting help holy priestesses stopping demon god destroying everything,"['Adventure', 'Comedy', 'Romance', 'Fantasy']",1
5223,Detective Conan The Fugitive Kogorou Mouri,file never animated celebrate detective movie premiere animated streamed fugitive,"['Mystery', 'Comedy']",1
5224,Crayon Shin-chan Movie 23 Ora no Hikkoshi Monogatari - Saboten Daisuugeki,ordered manager company branch order collect fruit new type cactus sweetest nectar family packs moves live bid farewell acquaintances citizens tears heard young girls stylish beautiful became eager journey arriving city new life full anxiety surrounded unique neighbors awaits family idea flesh-eating killer going attack save town family neighbors work together fight killer cactus,"['Action', 'Adventure', 'Comedy', 'Seinen']",1
5225,Crayon Shin-chan Movie 21 Bakauma B-Kyuu Gourmet Survival Battle ,comical adventure story starring defense forces dealing food theme defense forces mates decide attend b-class gourmet carnival big event without parents eat tasty sauce cooked sauce ken way mystery woman asks bring legendary sauce sauce ken head event site sauce wander mountain a-class gourmet organization organization plotting eliminate b-class gourmet seeks take sauce away,"['Adventure', 'Comedy', 'Seinen']",0
5226,Code Geass Hangyaku no Lelouch Picture Drama,academy girls get juicy talks bath later plan gender role reversal festival everyone eager students also attend grand opening land pool much scantily clad embarrassment events past show chapter royal upbringing met code picture drama shows away bloodshed agony war characters live different often humorous lives,"['Comedy', 'School', 'Slice', 'of', 'Life']",1
5227,Code Geass Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu Picture Drama,picture drama included code release,"['Comedy', 'Military']",1
5228,Blade Runner Black Out 2022,detonation causes global blackout massive destructive implications world directed cowboy bebop samurai blade runner black animated short serves prologue feature film blade runner,"['Sci', 'Fi', 'Thriller']",1
5229,Batman Gotham Knight,anime-inspired anthology film comprised six short stories diverse creators including academy award-nominated josh history violence batman begins writer comics scribe planned release window two four weeks prior release dark knight would bridge gap batman begins dark knight,"['Action', 'Adventure', 'Martial', 'Arts']",1
5230,Arslan Senki TV OVA,announced manga bundle fifth sixth volumes released may respectively first ova include original story supervised content second ova announced yet,"['Adventure', 'Historical', 'Fantasy', 'Shounen']",0
5231,Another World,official website original film hello world announced receive three-part spin-off another world beginning film premiere first episode titled record stream followed second record third record,"['Sci', 'Fi']",1
5232,Yu Gi Oh Arc-V,action duels allow duelists soar swing alongside duel monsters taking world storm due evolutionary breakthrough solid vision system able provide duel monsters mass son latter founder show duel school city insists duels tool war rather bring smiles people thus introduced concept entertainment dueling however height fame disappears fails attend duel strong action duel champion although scarred sudden leave vows become entertainment duelist like father several years later midst battle strong desperation win brings forth miracle pendant begins glowing turning cards pendulum cards enables perform pendulum summon summoning method unknown world gaining fame overnight result corporation founder elite duel school starts producing new pendulum cards incorporate pendulum summoning system thus mysteries surround pendulum summoning father start unravel learns bit bit takes become entertainment duelist,"['Action', 'Game', 'Fantasy', 'Shounen']",0
5233,Youkai Watch Movie 2 Enma Daiou to Itsutsu no Monogatari da Nyan ,second watch movie,"['Comedy', 'Kids', 'Supernatural']",1
5234,UFO Princess Valkyrie 3 Seiresetsu no Hanayome,third season particular story behind everything like ghost second season tells stories life additions chorus get house earth last three princesses get episode last episode episode managed stay adult try marry,"['Comedy', 'Magic', 'Romance', 'Sci', 'Fi']",1
5235,Tongari Boushi no Memole,one people came earth star ship emergency crash-landing earth people tiny bodies could stand human palm one day hears lovely music follows source comes upon huge house seen find girl taller playing piano visited secretly friends human girl seemed sick likely die moment feeling sad girl tear drops girl lips girl gets better strong friendship starts,"['Fantasy', 'Magic', 'Shoujo']",1
5236,UFO Princess Valkyrie 2 Juunigatsu no Yasoukyoku,hydra friends back key time suddenly appears along many mysterious happenings seemed linked person named ghost whose goal stealing team seeming unbeatable foe dig deeper mysterious past home planet,"['Comedy', 'Romance', 'Sci', 'Fi']",0
5237,Tokyo Mew Mew,expected date crush romantic ending falling asleep sees vision cat entering body things get even stranger next day begins displaying cat-like behaviors intense craving fish attacked monster discovers able transform cat-eared magical girl mew saves two researchers named approach reveal injected cat order create magical girl save world aliens tasked fighting monsters saving world proves much handle fortunately learns four girls like must find quickly aliens completely take planet,"['Sci', 'Fi', 'Comedy', 'Magic', 'Romance', 'Fantasy', 'Shoujo']",1
5238,Tesagure Bukatsumono Spin-off Purupurun Sharumu to Asobou,spin-off series,"['Parody', 'School', 'Slice', 'of', 'Life']",0
5239,Starship Operators,73rd class cadets defense university small planet shakedown cruise fleet new fitting lead-up graduation returning home planet however shocked hear news declaration war aggressive kingdom planetary government surrenders without struggle cadets decide launch war aboard gain funding make deal galactic news network find stars reality show unfortunately kind reality show get killed,"['Drama', 'Military', 'Sci', 'Fi', 'Space']",0
5240,Soukou Kihei Votoms Koei Futatabi,visits oasis town meets friends first time years,"['Action', 'Drama', 'Mecha', 'Military', 'Sci', 'Fi']",0
5241,Soukou Kihei Votoms Kakuyaku taru Itan,awoken cold sleep separated attempts find come attention replacement perfect soldier program time new pope nominated religiously considered untouchable one nominees related actions far-reaching political ramifications,"['Drama', 'Mecha', 'Military', 'Sci', 'Fi']",0
5242,Sora wo Kakeru Shoujo,story set year orbital calendar humanity migrated countless colony clusters space space colony girl named encounters malevolent artificial intelligence named leopard installed colony joined inter-colony police officer named taciturn young girl named robot named going,"['Adventure', 'Comedy', 'Sci', 'Fi', 'Space']",0
5243,Shikabane Hime Kuro Soredemo Hito to Shite,special follows story became contracted priest,"['Action', 'Adventure', 'Horror', 'Supernatural', 'Drama']",0
5244,Seihou Bukyou Outlaw Star Pilot,two minute long promo re-mastered series contains animation used series,"['Action', 'Sci', 'Fi', 'Space']",1
5245,Otogi Juushi Akazukin,long long ago existed world magic science god afraid man potential split world world science world magic one day terrible witch named revives plots rule worlds searches key holds tremendous power young boy name meets mysterious girl talking wolf companion val learns key searching val fairy musketeers protect wish obtain power mysteriously possesses,"['Adventure', 'Comedy', 'Fantasy']",1
5246,Omamori Himari,death parents lives pretty ordinary life city problem worry attending school alongside next-door neighbor cat allergies changes sixteenth birthday supernatural creature attacks sins ancestors luckily saved mysterious cat-woman sword explains scion family demon-slayers protect charm kept hidden supernatural forces world lost power chronicles dealings various forces supernatural world well growing number women show doorstep dark desires able adjust new exciting environment ghost ancestor past catch,"['Action', 'Harem', 'Comedy', 'Demons', 'Supernatural', 'Romance', 'Ecchi', 'Fantasy']",1
5247,No Guns Life,technology create powerful cyborg soldiers released public use corporation outfitted robotic parts known extended one extended created soldier memories former life war runs business takes care extended-related incidents around city rumors renegade extended kidnapped child reach ears behold returns office giant robotic man boy back crashes asking help could turn guy done something situation fishy ignore seems everyone wants hold kid whether likes must find extended run connects corporation far treachery runs city,"['Action', 'Sci', 'Fi', 'Drama', 'Seinen']",1
5248,Minami no Niji no Lucy,family moves planning run big farm starting new life proves full frustrations agonizing days despair continue finally obtain farmland however sisters enjoy range new experiences discovering exotic animals meeting aborigines new people,"['Slice', 'of', 'Life', 'Adventure', 'Drama']",0
5249,Nana Recaps,episode room episode room episode room,"['Comedy', 'Drama', 'Music', 'Romance', 'Shoujo', 'Slice', 'of', 'Life']",1
5250,Keppeki Danshi Aoyama-kun,charming cool athletic good cook importantly clean freak idolized respected everyone admire afar due despite plays soccer rather dirty sport high school soccer club avoids physical contact cost cleanly dribbles toward victory however path nationals easy underdog team alongside striker show everyone even clean freak things willing get dirty,"['Comedy', 'Seinen', 'Sports']",0
5251,Mai-Otome Specials,specials followed,"['Fantasy', 'Magic', 'Comedy', 'Drama']",1
5252,Kaibutsu Oujo Konsui Oujo,episode included ninth volume,"['Action', 'Comedy', 'Horror', 'Supernatural', 'Vampire', 'Shounen']",0
